content_id,title,description,category,level,duration,difficulty,rating
1494,Deep Learning with TensorFlow,Master advanced techniques and industry best practices.,Cyber Security,Beginner,99,2,3.74
1495,"Web Development with HTML, CSS & JavaScript",Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,56,3,3.0
1496,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,30,2,3.55
1497,Cloud Computing with AWS,Build projects and gain practical experience.,Data Science,Beginner,134,1,3.06
1498,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Beginner,109,3,2.51
1499,Computer Vision Basics,Step-by-step guide to becoming a professional in this field.,Cyber Security,Beginner,38,2,3.12
1500,Computer Vision Basics,Hands-on training with real datasets and real-world scenarios.,Web Development,Intermediate,71,3,3.02
1501,Computer Vision Basics,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Advanced,137,2,2.51
1502,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Intermediate,37,1,4.46
1503,Computer Vision Basics,Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Beginner,113,3,2.69
1504,Advanced Excel for Business,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,51,2,3.62
1505,Data Science Bootcamp,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,170,1,3.54
1506,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Cyber Security,Beginner,159,1,2.95
1507,Data Science Bootcamp,Build projects and gain practical experience.,Data Science,Intermediate,77,1,4.92
1508,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Programming,Intermediate,40,2,4.01
1509,Cloud Computing with AWS,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,168,2,4.53
1510,"Web Development with HTML, CSS & JavaScript",Build projects and gain practical experience.,Business Analytics,Beginner,48,1,3.74
1511,Cloud Computing with AWS,Beginner-friendly course covering core concepts and practical applications.,Web Development,Advanced,66,1,4.31
1512,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,159,1,4.92
1513,Artificial Intelligence Fundamentals,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Advanced,77,1,3.37
1514,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Advanced,188,1,3.76
1515,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Intermediate,38,2,3.79
1516,Cloud Computing with AWS,Beginner-friendly course covering core concepts and practical applications.,Cyber Security,Beginner,159,3,4.98
1517,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Web Development,Intermediate,42,3,3.08
1518,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,152,3,4.19
1519,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Artificial Intelligence,Beginner,141,2,2.85
1520,Machine Learning A-Z,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,173,3,4.82
1521,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,136,3,3.98
1522,Introduction to Cyber Security,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,82,3,4.65
1523,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,71,3,4.74
1524,Artificial Intelligence Fundamentals,Hands-on training with real datasets and real-world scenarios.,Programming,Intermediate,29,1,3.89
1525,Computer Vision Basics,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,105,2,4.21
1526,Python for Beginners,Master advanced techniques and industry best practices.,Software Engineering,Beginner,186,3,4.25
1527,SQL for Data Science,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,170,1,3.65
1528,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Web Development,Beginner,30,3,3.59
1529,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Intermediate,114,3,2.97
1530,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,91,3,3.46
1531,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,147,3,4.98
1532,Mobile App Development with Flutter,Perfect for beginners looking to start their journey.,Cloud Computing,Beginner,67,3,3.17
1533,Python for Beginners,Master advanced techniques and industry best practices.,Programming,Beginner,111,1,4.41
1534,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Cyber Security,Beginner,35,3,2.65
1535,Python for Beginners,Perfect for beginners looking to start their journey.,Software Engineering,Beginner,193,1,3.67
1536,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Beginner,194,3,2.65
1537,Python for Beginners,Master advanced techniques and industry best practices.,Software Engineering,Beginner,114,2,3.69
1538,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Data Science,Beginner,67,1,2.57
1539,Computer Vision Basics,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,172,3,4.03
1540,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Intermediate,96,1,3.97
1541,Mobile App Development with Flutter,Build projects and gain practical experience.,Cloud Computing,Intermediate,112,3,4.49
1542,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Programming,Beginner,123,3,3.96
1543,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Cloud Computing,Advanced,100,1,4.81
1544,Introduction to Cyber Security,Perfect for beginners looking to start their journey.,Cyber Security,Advanced,56,3,4.46
1545,Cloud Computing with AWS,Build projects and gain practical experience.,Cyber Security,Beginner,121,3,2.83
1546,SQL for Data Science,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Intermediate,48,3,3.16
1547,SQL for Data Science,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Intermediate,77,3,2.57
1548,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Cyber Security,Intermediate,113,3,3.47
1549,"Web Development with HTML, CSS & JavaScript",Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,178,3,3.77
1550,Cloud Computing with AWS,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,105,1,4.86
1551,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Intermediate,129,2,3.81
1552,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Programming,Beginner,60,3,4.45
1553,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Advanced,197,1,3.17
1554,Artificial Intelligence Fundamentals,Build projects and gain practical experience.,Web Development,Intermediate,63,2,2.88
1555,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,156,1,4.53
1556,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,109,2,3.12
1557,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,174,2,4.68
1558,Power BI for Data Analysis,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Beginner,128,2,2.92
1559,Data Science Bootcamp,Perfect for beginners looking to start their journey.,Web Development,Beginner,78,1,4.63
1560,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Web Development,Advanced,129,2,4.43
1561,Cloud Computing with AWS,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,125,3,4.03
1562,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,150,3,4.63
1563,Cloud Computing with AWS,Master advanced techniques and industry best practices.,Cloud Computing,Beginner,26,2,3.33
1564,Cloud Computing with AWS,Beginner-friendly course covering core concepts and practical applications.,Data Science,Intermediate,101,2,2.92
1565,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,35,3,2.89
1566,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Beginner,68,1,3.18
1567,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Data Science,Intermediate,140,1,3.62
1568,Computer Vision Basics,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,51,3,4.69
1569,Deep Learning with TensorFlow,Step-by-step guide to becoming a professional in this field.,Web Development,Beginner,108,1,2.72
1570,Deep Learning with TensorFlow,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Intermediate,191,1,4.79
1571,Full Stack Web Development,Perfect for beginners looking to start their journey.,Cyber Security,Beginner,38,2,4.81
1572,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Advanced,22,1,4.32
1573,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Cloud Computing,Beginner,141,3,4.75
1574,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Business Analytics,Intermediate,79,1,4.42
1575,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,182,2,3.82
1576,Introduction to Cyber Security,Step-by-step guide to becoming a professional in this field.,Web Development,Beginner,48,3,4.0
1577,Natural Language Processing with Python,Build projects and gain practical experience.,Cyber Security,Intermediate,94,3,4.07
1578,Cloud Computing with AWS,Build projects and gain practical experience.,Web Development,Beginner,89,3,2.82
1579,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Business Analytics,Intermediate,102,2,2.98
1580,Data Science Bootcamp,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Intermediate,120,3,3.81
1581,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Intermediate,192,2,2.79
1582,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,174,2,4.91
1583,Machine Learning A-Z,Advanced course for professionals aiming to upgrade their skills.,Programming,Intermediate,109,1,3.77
1584,SQL for Data Science,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,182,3,3.45
1585,Machine Learning A-Z,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Intermediate,166,1,2.89
1586,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Web Development,Advanced,36,1,3.54
1587,Computer Vision Basics,Build projects and gain practical experience.,Software Engineering,Beginner,54,2,3.26
1588,Natural Language Processing with Python,Advanced course for professionals aiming to upgrade their skills.,Web Development,Intermediate,132,1,2.72
1589,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Software Engineering,Beginner,177,1,4.92
1590,Python for Beginners,Beginner-friendly course covering core concepts and practical applications.,Programming,Beginner,141,1,3.16
1591,Cloud Computing with AWS,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,67,3,4.23
1592,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Data Science,Intermediate,36,1,2.73
1593,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Intermediate,120,2,4.78
1594,Mobile App Development with Flutter,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Intermediate,34,3,3.98
1595,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,147,2,4.14
1596,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Data Science,Beginner,131,3,4.45
1597,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Software Engineering,Advanced,33,3,4.01
1598,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Data Science,Beginner,161,3,2.68
1599,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Beginner,192,2,3.57
1600,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,116,1,3.16
1601,Python for Beginners,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,185,3,3.72
1602,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Beginner,138,2,3.51
1603,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Cyber Security,Beginner,30,3,4.57
1604,Machine Learning A-Z,Build projects and gain practical experience.,Data Science,Intermediate,67,1,3.12
1605,Deep Learning with TensorFlow,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Beginner,173,3,3.0
1606,Computer Vision Basics,Beginner-friendly course covering core concepts and practical applications.,Web Development,Intermediate,86,2,4.9
1607,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Programming,Beginner,44,3,4.87
1608,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Programming,Beginner,105,2,4.98
1609,Cloud Computing with AWS,Master advanced techniques and industry best practices.,Web Development,Intermediate,129,1,3.92
1610,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Intermediate,173,1,2.78
1611,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Intermediate,181,3,4.7
1612,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Programming,Intermediate,109,1,2.86
1613,Artificial Intelligence Fundamentals,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,28,2,2.89
1614,Introduction to Cyber Security,Perfect for beginners looking to start their journey.,Software Engineering,Beginner,59,3,2.98
1615,Full Stack Web Development,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Beginner,26,2,4.13
1616,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Cyber Security,Advanced,177,3,2.77
1617,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Programming,Advanced,137,2,4.45
1618,Data Science Bootcamp,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Advanced,177,3,2.65
1619,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Beginner,77,2,2.78
1620,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Intermediate,74,2,3.59
1621,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Programming,Intermediate,33,3,3.45
1622,Python for Beginners,Master advanced techniques and industry best practices.,Artificial Intelligence,Intermediate,137,2,4.97
1623,Cloud Computing with AWS,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Intermediate,96,1,4.92
1624,Deep Learning with TensorFlow,Build projects and gain practical experience.,Cloud Computing,Intermediate,184,2,2.97
1625,Deep Learning with TensorFlow,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Beginner,143,3,4.87
1626,Data Science Bootcamp,Master advanced techniques and industry best practices.,Artificial Intelligence,Beginner,191,1,4.23
1627,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Beginner,153,1,3.52
1628,Advanced Excel for Business,Build projects and gain practical experience.,Cyber Security,Beginner,45,2,4.35
1629,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,147,2,4.75
1630,Full Stack Web Development,Build projects and gain practical experience.,Programming,Beginner,137,2,2.95
1631,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,161,1,2.99
1632,Power BI for Data Analysis,Build projects and gain practical experience.,Business Analytics,Intermediate,155,1,3.52
1633,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Cloud Computing,Advanced,43,1,2.92
1634,Computer Vision Basics,Perfect for beginners looking to start their journey.,Cloud Computing,Intermediate,186,3,3.4
1635,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,196,3,4.11
1636,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Cyber Security,Beginner,104,2,4.53
1637,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Beginner,82,3,3.25
1638,Advanced Excel for Business,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Advanced,45,3,3.2
1639,Python for Beginners,Perfect for beginners looking to start their journey.,Business Analytics,Intermediate,29,2,4.45
1640,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,125,2,3.45
1641,Machine Learning A-Z,Build projects and gain practical experience.,Web Development,Intermediate,136,1,4.55
1642,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,77,1,4.98
1643,Deep Learning with TensorFlow,Hands-on training with real datasets and real-world scenarios.,Programming,Advanced,33,2,4.95
1644,Power BI for Data Analysis,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,92,2,4.16
1645,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Beginner,58,3,3.44
1646,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Intermediate,141,3,2.66
1647,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Cloud Computing,Advanced,178,3,4.35
1648,Natural Language Processing with Python,Perfect for beginners looking to start their journey.,Artificial Intelligence,Advanced,197,2,4.94
1649,Full Stack Web Development,Build projects and gain practical experience.,Software Engineering,Intermediate,163,2,2.67
1650,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,91,1,2.52
1651,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Artificial Intelligence,Beginner,131,3,4.58
1652,Cloud Computing with AWS,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Advanced,70,1,2.76
1653,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Cloud Computing,Intermediate,162,2,2.7
1654,Python for Beginners,Understand concepts and apply them to real-life problems.,Business Analytics,Intermediate,108,3,4.78
1655,"Web Development with HTML, CSS & JavaScript",Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,57,1,2.7
1656,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Cyber Security,Intermediate,124,2,2.79
1657,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,98,1,3.92
1658,Artificial Intelligence Fundamentals,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,108,3,4.39
1659,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Web Development,Advanced,90,1,3.5
1660,Cloud Computing with AWS,Master advanced techniques and industry best practices.,Programming,Intermediate,109,1,3.55
1661,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Data Science,Beginner,91,2,4.08
1662,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Data Science,Beginner,168,3,3.76
1663,Data Science Bootcamp,Build projects and gain practical experience.,Web Development,Beginner,35,1,2.55
1664,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Advanced,130,2,2.78
1665,SQL for Data Science,Understand concepts and apply them to real-life problems.,Programming,Beginner,86,3,3.95
1666,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Artificial Intelligence,Intermediate,84,2,4.48
1667,Machine Learning A-Z,Perfect for beginners looking to start their journey.,Web Development,Intermediate,32,3,4.41
1668,Artificial Intelligence Fundamentals,Build projects and gain practical experience.,Software Engineering,Intermediate,137,2,4.35
1669,Cloud Computing with AWS,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Advanced,80,2,4.43
1670,Introduction to Cyber Security,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Intermediate,51,2,2.61
1671,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Advanced,159,1,4.74
1672,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Beginner,114,1,4.72
1673,SQL for Data Science,Beginner-friendly course covering core concepts and practical applications.,Programming,Intermediate,60,2,3.83
1674,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Intermediate,155,3,3.12
1675,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,44,2,3.98
1676,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Business Analytics,Intermediate,152,1,3.89
1677,Cloud Computing with AWS,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,64,3,3.06
1678,Natural Language Processing with Python,Master advanced techniques and industry best practices.,Data Science,Intermediate,149,1,4.01
1679,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Cloud Computing,Beginner,189,2,4.49
1680,SQL for Data Science,Learn the fundamentals and build real-world projects step by step.,Artificial Intelligence,Intermediate,185,1,4.52
1681,Natural Language Processing with Python,Learn the fundamentals and build real-world projects step by step.,Cyber Security,Beginner,22,1,2.65
1682,Mobile App Development with Flutter,Learn the fundamentals and build real-world projects step by step.,Programming,Intermediate,193,1,2.99
1683,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,169,2,4.17
1684,SQL for Data Science,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Intermediate,123,1,4.65
1685,Computer Vision Basics,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Beginner,52,2,3.8
1686,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Data Science,Beginner,51,2,4.27
1687,Python for Beginners,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Beginner,130,1,2.55
1688,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Cyber Security,Beginner,36,3,4.02
1689,Computer Vision Basics,Advanced course for professionals aiming to upgrade their skills.,Cloud Computing,Intermediate,139,1,4.9
1690,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Artificial Intelligence,Intermediate,101,1,4.15
1691,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Beginner,22,1,4.81
1692,Artificial Intelligence Fundamentals,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Beginner,89,3,3.92
1693,Full Stack Web Development,Beginner-friendly course covering core concepts and practical applications.,Web Development,Beginner,196,3,4.61
1694,Data Science Bootcamp,Learn the fundamentals and build real-world projects step by step.,Web Development,Intermediate,137,2,2.81
1695,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,50,3,2.81
1696,Python for Beginners,Build projects and gain practical experience.,Software Engineering,Beginner,168,3,2.8
1697,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Data Science,Beginner,35,1,3.72
1698,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Web Development,Beginner,36,2,3.33
1699,Cloud Computing with AWS,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Beginner,115,2,4.3
1700,Python for Beginners,Master advanced techniques and industry best practices.,Software Engineering,Beginner,148,3,4.76
1701,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,131,3,4.05
1702,Data Science Bootcamp,Beginner-friendly course covering core concepts and practical applications.,Web Development,Intermediate,121,1,3.03
1703,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,91,3,4.83
1704,Artificial Intelligence Fundamentals,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Intermediate,85,3,3.82
1705,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Data Science,Beginner,130,2,4.3
1706,Power BI for Data Analysis,Learn the fundamentals and build real-world projects step by step.,Business Analytics,Advanced,56,3,4.73
1707,Machine Learning A-Z,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,171,1,4.97
1708,Machine Learning A-Z,Master advanced techniques and industry best practices.,Business Analytics,Intermediate,110,2,3.77
1709,Introduction to Cyber Security,Build projects and gain practical experience.,Business Analytics,Intermediate,103,2,4.52
1710,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Data Science,Beginner,130,3,3.92
1711,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Cloud Computing,Advanced,81,1,3.72
1712,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Business Analytics,Beginner,40,2,3.84
1713,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,125,1,3.71
1714,Deep Learning with TensorFlow,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,56,1,3.55
1715,Python for Beginners,Build projects and gain practical experience.,Cloud Computing,Beginner,54,3,4.31
1716,Power BI for Data Analysis,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Intermediate,185,1,3.12
1717,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,162,2,4.04
1718,Deep Learning with TensorFlow,Learn the fundamentals and build real-world projects step by step.,Data Science,Beginner,133,3,4.28
1719,Data Science Bootcamp,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,189,2,4.73
1720,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Software Engineering,Intermediate,113,1,3.33
1721,Power BI for Data Analysis,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Beginner,23,1,4.65
1722,SQL for Data Science,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Beginner,126,3,4.86
1723,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Data Science,Intermediate,186,3,4.12
1724,Full Stack Web Development,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Beginner,98,2,4.43
1725,Python for Beginners,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Beginner,42,2,3.51
1726,Deep Learning with TensorFlow,Perfect for beginners looking to start their journey.,Web Development,Beginner,124,1,4.88
1727,"Web Development with HTML, CSS & JavaScript",Build projects and gain practical experience.,Artificial Intelligence,Beginner,34,3,4.18
1728,Data Science Bootcamp,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,159,1,3.28
1729,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Programming,Advanced,147,1,3.51
1730,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,101,2,4.04
1731,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,140,2,3.09
1732,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Beginner,107,2,4.38
1733,Python for Beginners,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,185,3,3.06
1734,SQL for Data Science,Perfect for beginners looking to start their journey.,Cyber Security,Intermediate,175,2,3.98
1735,Machine Learning A-Z,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,98,3,4.24
1736,Machine Learning A-Z,Hands-on training with real datasets and real-world scenarios.,Data Science,Beginner,38,1,4.65
1737,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Software Engineering,Beginner,88,3,4.33
1738,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Artificial Intelligence,Intermediate,151,2,4.5
1739,Advanced Excel for Business,Master advanced techniques and industry best practices.,Data Science,Beginner,29,3,4.78
1740,Mobile App Development with Flutter,Hands-on training with real datasets and real-world scenarios.,Software Engineering,Beginner,159,3,3.99
1741,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Cyber Security,Intermediate,154,2,4.62
1742,Computer Vision Basics,Understand concepts and apply them to real-life problems.,Cyber Security,Beginner,63,2,3.08
1743,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Web Development,Intermediate,170,1,4.54
1744,Python for Beginners,Perfect for beginners looking to start their journey.,Programming,Intermediate,21,3,3.05
1745,Natural Language Processing with Python,Build projects and gain practical experience.,Business Analytics,Beginner,113,1,4.84
1746,"Web Development with HTML, CSS & JavaScript",Perfect for beginners looking to start their journey.,Cyber Security,Intermediate,135,1,3.32
1747,Introduction to Cyber Security,Build projects and gain practical experience.,Business Analytics,Advanced,184,3,2.93
